72426
62408
57152
56403
34348
33704
33648
32304
32110
31381
31170
27339
25860
23583
23377
22272
21486
20889
20777
20688
18750
18716
18358
17267
16420
16326
16235
16147
15144
14549
13998
13605
12906
12831
11904
11725
11705
10840
10781
10767
9865
9683
9526
